ID,VI1,VI2,VD
sgzOS2fK2KaePFsB62e_8A**,12,1,1
sgzOS2fK2KaePFsB62e_8A**,1,1,1
sgzOS2fK2KaePFsB62e_8A**,4,1,1
sgzOS2fK2KaePFsB62e_8A**,2,2,1
sgzOS2fK2KYTvEbzpdC6-Q**,4,2,0
sgzOS2fK2KYTvEbzpdC6-Q**,3,1,1
sgzOS2fK2KYTvEbzpdC6-Q**,3,1,1
sgzOS2fK2KYTvEbzpdC6-Q**,9,2,1
sgzOS2fK2KYTvEbzpdC6-Q**,1,1,1
sgzOS2fK2KYTvEbzpdC6-Q**,24,2,1
sgzOS2fK2KYTvEbzpdC6-Q**,9,2,0
sgzOS2fK2KYTvEbzpdC6-Q**,6,2,1
sgzOS2fK2KYTvEbzpdC6-Q**,2,2,1
sgzOS2fK2KYTvEbzpdC6-Q**,12,2,1
sgzOS2fK2KYTvEbzpdC6-Q**,3,2,0
sgzOS2fK2KYTvEbzpdC6-Q**,4,1,0
sgzOS2fK2KYTvEbzpdC6-Q**,6,1,1
sgzOS2fK2KYTvEbzpdC6-Q**,36,2,0
sgzOS2fK2Ka-tvxYJU7yPw**,9,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,6,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,3,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,2,1,0
sgzOS2fK2Ka-tvxYJU7yPw**,4,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,6,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,18,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,1,2,0
sgzOS2fK2Ka-tvxYJU7yPw**,24,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,2,2,0
sgzOS2fK2Ka-tvxYJU7yPw**,4,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,36,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,2,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,12,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,1,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,3,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,9,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,6,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,4,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,12,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,24,1,1
sgzOS2fK2Ka-tvxYJU7yPw**,1,2,0
sgzOS2fK2Ka-tvxYJU7yPw**,3,2,1
sgzOS2fK2Ka-tvxYJU7yPw**,9,2,0
sgzOS2fK2Ka-tvxYJU7yPw**,12,2,1
sgzOS2fK2KaXa2fhxK4RWA**,4,1,1
sgzOS2fK2KaXa2fhxK4RWA**,2,1,1
sgzOS2fK2KaXa2fhxK4RWA**,3,1,1
sgzOS2fK2KaXa2fhxK4RWA**,12,2,1
sgzOS2fK2KaXa2fhxK4RWA**,24,2,1
sgzOS2fK2KaXa2fhxK4RWA**,6,2,1
sgzOS2fK2KaXa2fhxK4RWA**,1,2,1
sgzOS2fK2KaXa2fhxK4RWA**,3,2,1
sgzOS2fK2KaXa2fhxK4RWA**,2,1,1
sgzOS2fK2KaXa2fhxK4RWA**,9,1,1
sgzOS2fK2KaXa2fhxK4RWA**,9,1,1
sgzOS2fK2KaXa2fhxK4RWA**,12,1,1
sgzOS2fK2KaXa2fhxK4RWA**,12,2,1
sgzOS2fK2KaXa2fhxK4RWA**,2,2,0
sgzOS2fK2KaXa2fhxK4RWA**,9,2,1
sgzOS2fK2KaXa2fhxK4RWA**,4,1,1
sgzOS2fK2KaXa2fhxK4RWA**,3,2,1
sgzOS2fK2KaXa2fhxK4RWA**,6,2,1
sgzOS2fK2KaXa2fhxK4RWA**,4,2,0
sgzOS2fK2KaXa2fhxK4RWA**,1,1,0
sgzOS2fK2KaXa2fhxK4RWA**,6,1,1
sgzOS2fK2KaXa2fhxK4RWA**,24,1,1
sgzOS2fK2KaXa2fhxK4RWA**,18,1,1
sgzOS2fK2KaXa2fhxK4RWA**,36,1,1
sgzOS2fK2KaXa2fhxK4RWA**,1,2,1
sgzOS2fK2Ka2qI7GjH2K0g**,2,1,0
sgzOS2fK2Ka2qI7GjH2K0g**,9,1,0
sgzOS2fK2Ka2qI7GjH2K0g**,36,1,0
sgzOS2fK2Ka2qI7GjH2K0g**,6,2,1
sgzOS2fK2Ka2qI7GjH2K0g**,1,2,1
sgzOS2fK2Ka2qI7GjH2K0g**,9,1,0
sgzOS2fK2KbKzrNrSUnNHQ**,9,2,1
sgzOS2fK2KbKzrNrSUnNHQ**,4,1,1
sgzOS2fK2KbKzrNrSUnNHQ**,3,1,1
sgzOS2fK2KbKzrNrSUnNHQ**,4,2,0
sgzOS2fK2KbKzrNrSUnNHQ**,12,2,1
sgzOS2fK2KbKzrNrSUnNHQ**,6,2,1
sgzOS2fK2KbKzrNrSUnNHQ**,3,2,1
sgzOS2fK2KbKzrNrSUnNHQ**,2,1,1
sgzOS2fK2KbKzrNrSUnNHQ**,1,2,0
sgzOS2fK2KbKzrNrSUnNHQ**,6,2,1
sgzOS2fK2KbKzrNrSUnNHQ**,2,2,1
sgzOS2fK2KY-6p2_yoLCUg**,4,2,1
sgzOS2fK2KY-6p2_yoLCUg**,3,1,1
sgzOS2fK2KY-6p2_yoLCUg**,12,1,1
sgzOS2fK2KY-6p2_yoLCUg**,24,2,0
sgzOS2fK2KY-6p2_yoLCUg**,6,2,1
sgzOS2fK2KY-6p2_yoLCUg**,9,2,0
sgzOS2fK2KY-6p2_yoLCUg**,6,1,1
sgzOS2fK2KY-6p2_yoLCUg**,1,2,1
sgzOS2fK2KY-6p2_yoLCUg**,12,1,0
sgzOS2fK2KY-6p2_yoLCUg**,2,1,0
sgzOS2fK2KY-6p2_yoLCUg**,4,1,1
sgzOS2fK2KY-6p2_yoLCUg**,3,2,0
sgzOS2fK2KY-6p2_yoLCUg**,3,1,0
sgzOS2fK2KY-6p2_yoLCUg**,24,1,1
sgzOS2fK2KY-6p2_yoLCUg**,12,2,1
sgzOS2fK2KY-6p2_yoLCUg**,36,2,0
sgzOS2fK2KY-6p2_yoLCUg**,1,1,0
sgzOS2fK2KY-6p2_yoLCUg**,6,1,0
sgzOS2fK2KY-6p2_yoLCUg**,4,2,0
sgzOS2fK2KYnZ9mk0y8l_A**,2,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,4,2,0
sgzOS2fK2KYnZ9mk0y8l_A**,2,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,6,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,1,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,4,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,3,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,4,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,6,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,12,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,2,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,24,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,24,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,3,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,9,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,6,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,9,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,18,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,1,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,12,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,36,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,3,1,1
sgzOS2fK2KYnZ9mk0y8l_A**,1,2,0
sgzOS2fK2KYnZ9mk0y8l_A**,9,2,1
sgzOS2fK2KYnZ9mk0y8l_A**,12,1,1
sgzOS2fK2KahTn7PhnUVlg**,6,1,1
sgzOS2fK2KahTn7PhnUVlg**,3,2,1
sgzOS2fK2KahTn7PhnUVlg**,1,2,0
sgzOS2fK2KahTn7PhnUVlg**,9,1,1
sgzOS2fK2KahTn7PhnUVlg**,4,2,1
sgzOS2fK2KahTn7PhnUVlg**,3,1,1
sgzOS2fK2KahTn7PhnUVlg**,2,1,1
sgzOS2fK2KahTn7PhnUVlg**,36,1,1
sgzOS2fK2KahTn7PhnUVlg**,1,1,0
sgzOS2fK2KahTn7PhnUVlg**,24,2,1
sgzOS2fK2KahTn7PhnUVlg**,6,2,1
sgzOS2fK2KahTn7PhnUVlg**,12,2,1
sgzOS2fK2KahTn7PhnUVlg**,12,2,1
sgzOS2fK2KahTn7PhnUVlg**,24,1,1
sgzOS2fK2KahTn7PhnUVlg**,9,1,1
sgzOS2fK2KahTn7PhnUVlg**,9,2,1
sgzOS2fK2KahTn7PhnUVlg**,1,2,0
sgzOS2fK2KahTn7PhnUVlg**,3,2,1
sgzOS2fK2KahTn7PhnUVlg**,18,1,1
sgzOS2fK2KahTn7PhnUVlg**,2,2,0
sgzOS2fK2KahTn7PhnUVlg**,4,1,0
sgzOS2fK2KahTn7PhnUVlg**,12,1,1
sgzOS2fK2KahTn7PhnUVlg**,4,1,1
sgzOS2fK2KahTn7PhnUVlg**,6,2,1
sgzOS2fK2KahTn7PhnUVlg**,2,1,1
sgzOS2fK2KbitOeXl_ZzRA**,2,2,1
sgzOS2fK2KbitOeXl_ZzRA**,4,2,0
sgzOS2fK2KbitOeXl_ZzRA**,3,1,1
sgzOS2fK2KbitOeXl_ZzRA**,24,2,1
sgzOS2fK2KbitOeXl_ZzRA**,6,1,1
sgzOS2fK2KbitOeXl_ZzRA**,9,1,1
sgzOS2fK2KbitOeXl_ZzRA**,2,2,1
sgzOS2fK2KbitOeXl_ZzRA**,9,2,0
sgzOS2fK2KbitOeXl_ZzRA**,18,2,0
sgzOS2fK2KbitOeXl_ZzRA**,12,1,1
sgzOS2fK2KbitOeXl_ZzRA**,1,2,0
sgzOS2fK2KbitOeXl_ZzRA**,36,2,0
sgzOS2fK2KbitOeXl_ZzRA**,3,1,1
sgzOS2fK2KbitOeXl_ZzRA**,24,1,0
sgzOS2fK2KbitOeXl_ZzRA**,3,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,18,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,6,1,0
sgzOS2fK2KaTI9_Zx7dJTA**,9,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,1,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,12,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,2,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,6,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,36,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,4,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,3,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,4,1,0
sgzOS2fK2KaTI9_Zx7dJTA**,2,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,24,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,6,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,12,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,9,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,3,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,12,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,4,2,0
sgzOS2fK2KaTI9_Zx7dJTA**,3,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,2,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,1,2,1
sgzOS2fK2KaTI9_Zx7dJTA**,9,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,24,1,1
sgzOS2fK2KaTI9_Zx7dJTA**,1,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,1,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,4,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,4,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,9,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,2,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,4,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,3,2,0
sgzOS2fK2KYbwN5Lwqxq7g**,12,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,24,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,3,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,12,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,6,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,18,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,36,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,6,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,12,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,1,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,9,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,6,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,9,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,2,2,1
sgzOS2fK2KYbwN5Lwqxq7g**,2,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,24,1,1
sgzOS2fK2KYbwN5Lwqxq7g**,3,1,1
sgzOS2fK2KZ40uS0C5JYHg**,9,2,1
sgzOS2fK2KZ40uS0C5JYHg**,36,1,1
sgzOS2fK2KZ40uS0C5JYHg**,9,1,1
sgzOS2fK2KZ40uS0C5JYHg**,3,2,1
sgzOS2fK2KZ40uS0C5JYHg**,6,2,1
sgzOS2fK2KZ40uS0C5JYHg**,24,2,1
sgzOS2fK2KZ40uS0C5JYHg**,18,1,1
sgzOS2fK2KZ40uS0C5JYHg**,12,2,1
sgzOS2fK2KZ40uS0C5JYHg**,3,1,1
sgzOS2fK2KZ40uS0C5JYHg**,2,2,0
sgzOS2fK2KZ40uS0C5JYHg**,24,1,1
sgzOS2fK2KZ40uS0C5JYHg**,12,2,0
sgzOS2fK2KZ40uS0C5JYHg**,1,2,0
sgzOS2fK2KZ40uS0C5JYHg**,12,1,1
sgzOS2fK2KZ40uS0C5JYHg**,2,1,1
sgzOS2fK2KZ40uS0C5JYHg**,3,2,0
sgzOS2fK2KZ40uS0C5JYHg**,1,1,1
sgzOS2fK2KZ40uS0C5JYHg**,4,1,1
sgzOS2fK2KZ40uS0C5JYHg**,4,1,1
sgzOS2fK2KZ40uS0C5JYHg**,2,1,0
sgzOS2fK2KZ40uS0C5JYHg**,6,1,1
sgzOS2fK2KZ40uS0C5JYHg**,4,2,1
sgzOS2fK2KZ40uS0C5JYHg**,1,2,0
sgzOS2fK2KZ40uS0C5JYHg**,9,1,1
sgzOS2fK2KZ40uS0C5JYHg**,6,2,1
sgzOS2fK2KaupnjIfqPPPQ**,3,1,1
sgzOS2fK2KaupnjIfqPPPQ**,12,1,1
sgzOS2fK2KaupnjIfqPPPQ**,9,1,1
sgzOS2fK2KaupnjIfqPPPQ**,4,1,0
sgzOS2fK2KaupnjIfqPPPQ**,24,2,1
sgzOS2fK2KaupnjIfqPPPQ**,2,1,1
sgzOS2fK2KaupnjIfqPPPQ**,6,2,0
sgzOS2fK2KaupnjIfqPPPQ**,1,1,0
sgzOS2fK2KaupnjIfqPPPQ**,1,2,0
sgzOS2fK2KaupnjIfqPPPQ**,4,2,1
sgzOS2fK2KaupnjIfqPPPQ**,12,2,1
sgzOS2fK2KaupnjIfqPPPQ**,3,2,0
sgzOS2fK2KYJjbFoXhZlrA**,4,2,1
sgzOS2fK2KYJjbFoXhZlrA**,6,1,1
sgzOS2fK2KYJjbFoXhZlrA**,1,2,1
sgzOS2fK2KYJjbFoXhZlrA**,1,1,1
sgzOS2fK2KYJjbFoXhZlrA**,24,2,1
sgzOS2fK2KYJjbFoXhZlrA**,4,2,1
sgzOS2fK2KYJjbFoXhZlrA**,12,1,1
sgzOS2fK2KYJjbFoXhZlrA**,2,2,0
sgzOS2fK2KYJjbFoXhZlrA**,36,2,1
sgzOS2fK2KYJjbFoXhZlrA**,9,2,0
sgzOS2fK2KYJjbFoXhZlrA**,18,2,1
sgzOS2fK2KYJjbFoXhZlrA**,6,1,0
sgzOS2fK2KYJjbFoXhZlrA**,12,1,1
sgzOS2fK2KYJjbFoXhZlrA**,6,2,0
sgzOS2fK2KYJjbFoXhZlrA**,3,1,1
sgzOS2fK2KYJjbFoXhZlrA**,9,2,1
sgzOS2fK2KYJjbFoXhZlrA**,9,1,1
sgzOS2fK2KYJjbFoXhZlrA**,3,2,1
sgzOS2fK2KYJjbFoXhZlrA**,24,1,1
sgzOS2fK2KYJjbFoXhZlrA**,12,2,1
sgzOS2fK2KYJjbFoXhZlrA**,2,2,0
sgzOS2fK2KYJjbFoXhZlrA**,1,1,0
sgzOS2fK2KYI0aMGnhUFcw**,9,1,1
sgzOS2fK2KbbAyJQThI_ow**,18,2,1
sgzOS2fK2KbbAyJQThI_ow**,36,2,1
sgzOS2fK2KbbAyJQThI_ow**,6,1,1
sgzOS2fK2KbbAyJQThI_ow**,6,1,1
sgzOS2fK2KbbAyJQThI_ow**,3,1,1
sgzOS2fK2KbbAyJQThI_ow**,3,2,1
sgzOS2fK2KbbAyJQThI_ow**,1,1,0
sgzOS2fK2KbbAyJQThI_ow**,3,1,0
sgzOS2fK2KbbAyJQThI_ow**,4,2,1
sgzOS2fK2KbbAyJQThI_ow**,6,2,1
sgzOS2fK2KbbAyJQThI_ow**,4,2,1
sgzOS2fK2KbbAyJQThI_ow**,2,2,0
sgzOS2fK2KbbAyJQThI_ow**,9,2,1
sgzOS2fK2KbbAyJQThI_ow**,12,1,1
sgzOS2fK2KbbAyJQThI_ow**,2,1,1
sgzOS2fK2KbbAyJQThI_ow**,24,2,1
sgzOS2fK2KbbAyJQThI_ow**,1,1,1
sgzOS2fK2KbbAyJQThI_ow**,24,1,1
sgzOS2fK2KbbAyJQThI_ow**,12,2,1
sgzOS2fK2KbbAyJQThI_ow**,12,1,1
sgzOS2fK2KbbAyJQThI_ow**,2,2,1
sgzOS2fK2KbbAyJQThI_ow**,1,2,1
sgzOS2fK2KbbAyJQThI_ow**,4,1,1
sgzOS2fK2KbbAyJQThI_ow**,9,2,1
sgzOS2fK2KakHo4btt-vDw**,2,1,1
sgzOS2fK2KakHo4btt-vDw**,4,1,1
sgzOS2fK2KakHo4btt-vDw**,3,2,1
sgzOS2fK2KakHo4btt-vDw**,9,1,1
sgzOS2fK2KakHo4btt-vDw**,1,2,1
sgzOS2fK2KakHo4btt-vDw**,2,1,1
sgzOS2fK2KakHo4btt-vDw**,12,1,1
sgzOS2fK2KakHo4btt-vDw**,1,2,1
sgzOS2fK2KakHo4btt-vDw**,24,2,1
sgzOS2fK2KakHo4btt-vDw**,18,1,1
sgzOS2fK2KakHo4btt-vDw**,2,2,0
sgzOS2fK2KakHo4btt-vDw**,36,1,1
sgzOS2fK2KakHo4btt-vDw**,12,2,1
sgzOS2fK2KakHo4btt-vDw**,6,1,1
sgzOS2fK2KakHo4btt-vDw**,3,2,1
sgzOS2fK2KakHo4btt-vDw**,9,2,1
sgzOS2fK2KakHo4btt-vDw**,12,2,1
sgzOS2fK2KakHo4btt-vDw**,1,1,1
sgzOS2fK2KakHo4btt-vDw**,6,2,1
sgzOS2fK2KakHo4btt-vDw**,24,1,1
sgzOS2fK2KakHo4btt-vDw**,3,1,1
sgzOS2fK2KakHo4btt-vDw**,9,1,1
sgzOS2fK2KakHo4btt-vDw**,4,2,1
sgzOS2fK2KakHo4btt-vDw**,4,1,1
sgzOS2fK2KakHo4btt-vDw**,6,2,1
sgzOS2fK2KZfIFKOaqdEUw**,3,2,0
sgzOS2fK2KZfIFKOaqdEUw**,24,1,1
sgzOS2fK2KZfIFKOaqdEUw**,9,1,1
sgzOS2fK2KZfIFKOaqdEUw**,12,2,1
sgzOS2fK2KZfIFKOaqdEUw**,9,1,1
sgzOS2fK2KZfIFKOaqdEUw**,1,1,0
sgzOS2fK2KZfIFKOaqdEUw**,6,2,1
sgzOS2fK2KZfIFKOaqdEUw**,2,1,1
sgzOS2fK2KZfIFKOaqdEUw**,2,2,0
sgzOS2fK2KZfIFKOaqdEUw**,6,2,1
sgzOS2fK2KZfIFKOaqdEUw**,36,1,1
sgzOS2fK2KZfIFKOaqdEUw**,3,1,0
sgzOS2fK2KZfIFKOaqdEUw**,4,2,1
sgzOS2fK2KZfIFKOaqdEUw**,3,2,0
sgzOS2fK2KZfIFKOaqdEUw**,9,2,1
sgzOS2fK2KZfIFKOaqdEUw**,2,1,0
sgzOS2fK2KZfIFKOaqdEUw**,4,1,1
sgzOS2fK2KZfIFKOaqdEUw**,24,2,1
sgzOS2fK2KZfIFKOaqdEUw**,12,2,1
sgzOS2fK2KZfIFKOaqdEUw**,1,2,0
sgzOS2fK2KZfIFKOaqdEUw**,6,1,1
sgzOS2fK2KZfIFKOaqdEUw**,18,1,1
sgzOS2fK2KZfIFKOaqdEUw**,1,2,0
sgzOS2fK2KZfIFKOaqdEUw**,12,1,1
sgzOS2fK2KZfIFKOaqdEUw**,4,1,0
sgzOS2fK2KaK0_ew5K5DQg**,24,1,1
sgzOS2fK2KaK0_ew5K5DQg**,4,1,1
sgzOS2fK2KaK0_ew5K5DQg**,4,2,1
sgzOS2fK2KaK0_ew5K5DQg**,4,1,1
sgzOS2fK2KaK0_ew5K5DQg**,18,1,1
sgzOS2fK2KaJ1TNsotOqcA**,1,1,0
sgzOS2fK2KaJ1TNsotOqcA**,3,1,0
sgzOS2fK2KaJ1TNsotOqcA**,24,2,1
sgzOS2fK2KaJ1TNsotOqcA**,1,1,1
sgzOS2fK2KaJ1TNsotOqcA**,9,1,0
sgzOS2fK2KaJ1TNsotOqcA**,24,1,1
sgzOS2fK2KaJ1TNsotOqcA**,12,1,1
sgzOS2fK2KaJ1TNsotOqcA**,2,2,1
sgzOS2fK2KaJ1TNsotOqcA**,9,2,1
sgzOS2fK2KaJ1TNsotOqcA**,36,2,1
sgzOS2fK2KaJ1TNsotOqcA**,4,2,1
sgzOS2fK2KaJ1TNsotOqcA**,2,2,1
sgzOS2fK2KaJ1TNsotOqcA**,4,2,1
sgzOS2fK2KaJ1TNsotOqcA**,18,2,1
sgzOS2fK2KaJ1TNsotOqcA**,3,2,1
sgzOS2fK2KaJ1TNsotOqcA**,12,1,1
sgzOS2fK2KaJ1TNsotOqcA**,12,2,1
sgzOS2fK2KaJ1TNsotOqcA**,6,2,1
sgzOS2fK2KaJ1TNsotOqcA**,4,1,1
sgzOS2fK2KaJ1TNsotOqcA**,2,1,1
sgzOS2fK2KaJ1TNsotOqcA**,3,1,1
sgzOS2fK2KaJ1TNsotOqcA**,6,1,1
sgzOS2fK2KaJ1TNsotOqcA**,9,2,1
sgzOS2fK2KaJ1TNsotOqcA**,1,2,1
sgzOS2fK2KaJ1TNsotOqcA**,6,1,1
sgzOS2fK2KZKx5tTG19zPw**,4,1,0
sgzOS2fK2KZKx5tTG19zPw**,1,2,0
sgzOS2fK2KZKx5tTG19zPw**,9,1,1
sgzOS2fK2KZKx5tTG19zPw**,1,2,0
sgzOS2fK2KZKx5tTG19zPw**,2,1,1
sgzOS2fK2KZKx5tTG19zPw**,24,2,0
sgzOS2fK2KZKx5tTG19zPw**,24,1,1
sgzOS2fK2KZKx5tTG19zPw**,2,2,0
sgzOS2fK2KZKx5tTG19zPw**,2,1,1
sgzOS2fK2KZKx5tTG19zPw**,3,2,0
sgzOS2fK2KZKx5tTG19zPw**,3,1,1
sgzOS2fK2KZKx5tTG19zPw**,18,1,1
sgzOS2fK2KZKx5tTG19zPw**,12,1,1
sgzOS2fK2KZKx5tTG19zPw**,6,2,0
sgzOS2fK2KZKx5tTG19zPw**,4,2,0
sgzOS2fK2KZKx5tTG19zPw**,36,1,1
sgzOS2fK2KZKx5tTG19zPw**,12,2,0
sgzOS2fK2KZKx5tTG19zPw**,9,2,0
sgzOS2fK2KZKx5tTG19zPw**,3,2,0
sgzOS2fK2KZKx5tTG19zPw**,9,1,1
sgzOS2fK2KZKx5tTG19zPw**,12,2,0
sgzOS2fK2KZKx5tTG19zPw**,6,1,1
sgzOS2fK2KZKx5tTG19zPw**,6,2,0
sgzOS2fK2KZKx5tTG19zPw**,4,1,1
sgzOS2fK2KZKx5tTG19zPw**,1,1,1
sgzOS2fK2KZTDKg4OeO17w**,2,2,1
sgzOS2fK2KZTDKg4OeO17w**,18,2,1
sgzOS2fK2KZTDKg4OeO17w**,24,1,0
sgzOS2fK2KZTDKg4OeO17w**,9,1,0
sgzOS2fK2KZTDKg4OeO17w**,3,1,0
sgzOS2fK2KZTDKg4OeO17w**,3,2,1
sgzOS2fK2KZTDKg4OeO17w**,24,2,1
sgzOS2fK2KZTDKg4OeO17w**,6,2,0
sgzOS2fK2KZTDKg4OeO17w**,12,1,0
sgzOS2fK2KZTDKg4OeO17w**,3,1,0
sgzOS2fK2KZTDKg4OeO17w**,1,2,1
sgzOS2fK2KZTDKg4OeO17w**,36,2,1
sgzOS2fK2KZTDKg4OeO17w**,4,2,0
sgzOS2fK2KZTDKg4OeO17w**,2,1,0
sgzOS2fK2Ka9dm0zPDacOA**,9,1,0
sgzOS2fK2Ka9dm0zPDacOA**,2,1,1
sgzOS2fK2Ka9dm0zPDacOA**,1,2,0
sgzOS2fK2Ka9dm0zPDacOA**,4,1,1
sgzOS2fK2Ka9dm0zPDacOA**,24,1,1
sgzOS2fK2Ka9dm0zPDacOA**,1,2,1
sgzOS2fK2Ka9dm0zPDacOA**,12,2,1
sgzOS2fK2Ka9dm0zPDacOA**,36,1,1
sgzOS2fK2Ka9dm0zPDacOA**,9,1,1
sgzOS2fK2Ka9dm0zPDacOA**,4,1,1
sgzOS2fK2Ka9dm0zPDacOA**,12,1,1
sgzOS2fK2Ka9dm0zPDacOA**,1,1,1
sgzOS2fK2Ka9dm0zPDacOA**,9,2,1
sgzOS2fK2Ka9dm0zPDacOA**,6,1,1
sgzOS2fK2Ka9dm0zPDacOA**,2,1,1
sgzOS2fK2Ka9dm0zPDacOA**,3,1,1
sgzOS2fK2Ka9dm0zPDacOA**,6,2,1
sgzOS2fK2Ka9dm0zPDacOA**,2,2,1
sgzOS2fK2Ka9dm0zPDacOA**,4,2,1
sgzOS2fK2Ka9dm0zPDacOA**,12,2,1
sgzOS2fK2Ka9dm0zPDacOA**,3,2,0
sgzOS2fK2Ka9dm0zPDacOA**,18,1,1
sgzOS2fK2Ka9dm0zPDacOA**,3,2,1
sgzOS2fK2Ka9dm0zPDacOA**,24,2,1
sgzOS2fK2Ka9dm0zPDacOA**,6,2,1
sgzOS2fK2KbLVnJobiCs9Q**,1,1,1
sgzOS2fK2KbLVnJobiCs9Q**,12,1,1
sgzOS2fK2KbLVnJobiCs9Q**,9,2,1
sgzOS2fK2KbLVnJobiCs9Q**,1,1,1
sgzOS2fK2KbLVnJobiCs9Q**,1,2,1
sgzOS2fK2KbLVnJobiCs9Q**,4,2,0
sgzOS2fK2KbLVnJobiCs9Q**,9,2,1
sgzOS2fK2KbLVnJobiCs9Q**,2,2,1
sgzOS2fK2KbLVnJobiCs9Q**,6,1,1
sgzOS2fK2KbLVnJobiCs9Q**,6,2,1
sgzOS2fK2KbLVnJobiCs9Q**,24,1,1
sgzOS2fK2KbLVnJobiCs9Q**,4,1,1
sgzOS2fK2KbLVnJobiCs9Q**,12,1,1
sgzOS2fK2KbLVnJobiCs9Q**,3,2,1
sgzOS2fK2KbLVnJobiCs9Q**,3,1,1
sgzOS2fK2KbLVnJobiCs9Q**,4,2,1
sgzOS2fK2KbLVnJobiCs9Q**,18,2,1
sgzOS2fK2KbLVnJobiCs9Q**,3,1,1
sgzOS2fK2KbLVnJobiCs9Q**,9,1,1
sgzOS2fK2KbLVnJobiCs9Q**,24,2,1
